id,headline,snippet,url,word_count
57c6d6a87c459f21c9998118,b'Morning Agenda: Silicon Valley Heeds Warnings of Apocalypse',"b'Start-ups survive predictions of doom and gloom, General Electric is taking a run at making software, and an interest rate increase may be on the horizon.'",https://www.nytimes.com/2016/08/29/business/dealbook/silicon-valley-ge-federal-reserve.html,635
546f12da38f0d82cf7c32977,b'Mario Draghi Says E.C.B. Will \xe2\x80\x98Do What We Must\xe2\x80\x99 to Stoke Inflation',"b'In a speech, the European Central Bank\xe2\x80\x99s president indicated that further stimulus measures were likely to be taken in a bid to avert deflation.'",https://www.nytimes.com/2014/11/22/business/international/mario-draghi-says-ecb-will-do-what-we-must-to-stoke-inflation.html,1214
57c6bf317c459f21c9997bfd,b'Some Good News for Investors: The Bull May Still Have Spring in Its Step',"b'Statements by Fed officials, including a speech on Friday by Janet Yellen, confirm that the central bank expects relatively low rates to prevail for years.'",https://www.nytimes.com/2016/08/28/your-money/some-good-news-for-investors-the-bull-may-still-have-spring-in-its-step.html,1130
5752f70e38f0d8118c453722,"b'Workers\xe2\x80\x99 Wages Rebound, While Wall Street Squirms'","b'Median weekly wages, adjusted for inflation, have finally climbed above their 2009 levels, even as corporate profits have slipped from their recent peak.'",https://www.nytimes.com/2016/06/05/your-money/workers-wages-rebound-while-wall-street-squirms.html,911
5447054638f0d850b09353e0,b'Would Stronger Parties Mean Less Polarization?',b'Diminishing the clout of Republican and Democratic leaders in favor of independent donors undermines the forces of moderation and compromise.',https://www.nytimes.com/2014/10/22/opinion/would-stronger-parties-mean-less-polarization.html,1381
580a164a7c459f606398b001,b'Men Need Help. Is Hillary Clinton the Answer?',b'We need \xe2\x80\x9cpink collar jobs\xe2\x80\x9d for everyone.',https://www.nytimes.com/2016/10/23/opinion/campaign-stops/men-need-help-is-hillary-clinton-the-answer.html,1850
57adcf9e7c459f21c9994c65,"b'In Recovering Housing Market, the Starter Home Remains Elusive'","b'Seeking a yard for her two dogs and proximity to her new government job, Alison Owen set out to buy a home this spring in the hot market of Austin, Texas. '",https://www.nytimes.com/reuters/2016/08/10/business/10reuters-usa-housing-starterhomes-insight.html,0
57adcf667c459f21c9994c5f,"b'In Recovering Housing Market, the Starter Home Remains Elusive'","b'Seeking a yard for her two dogs and proximity to her new government job, Alison Owen set out to buy a home this spring in the hot market of Austin, Texas. '",https://www.nytimes.com/reuters/2016/08/10/business/10reuters-usa-housing-starterhomes-inisght.html,0
54902d9b38f0d8019c0aea24,b'Beware the Missing Link',"b'For all our progress in digital journalism, we still sometimes neglect one of its most basic tools: the link.'",https://afterdeadline.blogs.nytimes.com/2014/12/16/beware-the-missing-link/,2170
55948f6938f0d8085ef567f8,b'Times Readers React to New York\xe2\x80\x99s Rent Freeze',"b'Online, reactions were fairly evenly split between disdain for rent-regulated apartments and disgust toward certain landlords.'",https://www.nytimes.com/2015/07/02/nyregion/times-readers-react-to-new-yorks-rent-freeze.html,779
556c871538f0d81d5c02cc81,b'Data Shows Large Rise in List Prices at Hospitals',b'Data from the Centers for Medicare and Medicaid Services include payments and services connected with the 100 most common Medicare hospital stays.',https://www.nytimes.com/2015/06/02/business/medicare-payments-billing-hospitals-doctors.html,1089
54bda8f338f0d807ab72dd71,b'The European Scene',"b'Bond markets are worried, and so am I.'",https://krugman.blogs.nytimes.com/2015/01/19/the-european-scene/,386
54cc31be38f0d81761037678,b'Speck of Interstellar Dust Obscures Glimpse of Big Bang',"b'A team of astronomers, after saying last spring that they had found long-sought evidence for what kicked off the big bang, now concede that more work is needed.'",https://www.nytimes.com/2015/01/31/us/a-speck-of-interstellar-dust-rebuts-a-big-bang-theory.html,1037
544688c038f0d850b0934cf4,b'Market Volatility Merely a Symptom of Larger Issues ',"b'Recent worries about the global economy, including monetary policy, geopolitics and Ebola, have exposed the fragility of some widely held assumptions.'",https://dealbook.nytimes.com/2014/10/21/market-volatility-merely-a-symptom-of-larger-issues/,770
5234552338f0d819897373a0,b'New Metric for Colleges: Graduates\xe2\x80\x99 Salaries',"b'PayScale offers an alternative to the U.S News rankings of universities, listing them by the average earnings of their graduates. Not everyone agrees with that approach.'",https://www.nytimes.com/2013/09/14/business/economy/nice-college-but-whatll-i-make-when-i-graduate.html,1700
5220de0938f0d8740ac9c91e,b'Behind the Big Increase in Food Stamps',"b'Changes in rules and eligibility have contributed to very large increases in the cost of the food stamps program, SNAP, an economist writes.'",https://economix.blogs.nytimes.com/2013/08/29/behind-the-big-increase-in-food-stamps/,779
554f4b1938f0d82c9262ecf4,b'Making Sense of the Options for Greece',"b'The Greek government lacks a credible plan for reaching agreement with its creditors, and also a fallback plan for defaulting, Hugo Dixon writes.'",https://www.nytimes.com/2015/05/11/business/international/making-sense-of-the-options-for-greece.html,859
554517bb38f0d877bca4923d,b'&#8216;Inequality Is a Choice&#8217;',"b'The roots of inequality are complex, but our policy decisions play a significant role.'",https://www.nytimes.com/2015/05/03/opinion/sunday/nicholas-kristof-inequality-is-a-choice.html,816
5571651938f0d80a7d1ae0b4,b'Strong Job Growth Data Eases Concerns After Winter Dip in Economy',"b'Employers added 280,000 jobs in May, a figure that is likely to strengthen the resolve of Federal Reserve officials who are hoping to start raising interest rates later this year.'",https://www.nytimes.com/2015/06/06/business/economy/jobs-report-hiring-unemployment-may.html,1233
